PsrID,FullName,ShortName,Extension
4616,03-Chilquinta-Aconcagua\S/E CENTRAL QUILAPILÚN 220 kV\TR STATCOM QUILAPILUN.ElmTr2,TR STATCOM QUILAPILUN,ElmTr2
4617,03-Chilquinta-Aconcagua\S/E CONCON 110 kV\TR CONCON 110/12kV 25MVA N2.ElmTr2,TR CONCON 110/12kV 25MVA N2,ElmTr2
4618,04-Enel Distribución\PF Pataguilla - Tr Bloque Equi.ElmTr2,PF Pataguilla - Tr Bloque Equi,ElmTr2
4619,04-Enel Distribución\PF Pataguilla - Tr SSAA.ElmTr2,PF Pataguilla - Tr SSAA,ElmTr2
4620,04-Enel Distribución\Rucasol T1 110/23kV 10MVA.ElmTr2,Rucasol T1 110/23kV 10MVA,ElmTr2
4621,04-Enel Distribución\TR C ALFALFAL 2 220/15KV 170MVA N1.ElmTr2,TR C ALFALFAL 2 220/15KV 170MVA N1,ElmTr2
4622,04-Enel Distribución\TR C ALFALFAL 2 220/15KV 170MVA N2.ElmTr2,TR C ALFALFAL 2 220/15KV 170MVA N2,ElmTr2
4623,04-Enel Distribución\TR C ALFALFAL 220/12kV 100MVA N1.ElmTr2,TR C ALFALFAL 220/12kV 100MVA N1,ElmTr2
4624,04-Enel Distribución\TR C ALFALFAL 220/12kV 100MVA N2.ElmTr2,TR C ALFALFAL 220/12kV 100MVA N2,ElmTr2
4625,04-Enel Distribución\TR C ALFALFAL 220/33kV 10MVA N3.ElmTr2,TR C ALFALFAL 220/33kV 10MVA N3,ElmTr2
4626,04-Enel Distribución\TR C ALFALFAL 33/3.4kV 10MVA N3.ElmTr2,TR C ALFALFAL 33/3.4kV 10MVA N3,ElmTr2
4627,04-Enel Distribución\TR C QUELTEHUES 110/12kV 28MVA N1.ElmTr2,TR C QUELTEHUES 110/12kV 28MVA N1,ElmTr2
4628,04-Enel Distribución\TR C QUELTEHUES 110/12kV 30MVA N2.ElmTr2,TR C QUELTEHUES 110/12kV 30MVA N2,ElmTr2
4629,04-Enel Distribución\TR CARENA 44/6.3kV 5MVA N1.ElmTr2,TR CARENA 44/6.3kV 5MVA N1,ElmTr2
4630,04-Enel Distribución\TR CERRO NAVIA STATCOM 220/35kV 140MVA.ElmTr2,TR CERRO NAVIA STATCOM 220/35kV 140MVA,ElmTr2
4631,04-Enel Distribución\TR CH LAS LAJAS 110/15KV 163MVA N1.ElmTr2,TR CH LAS LAJAS 110/15KV 163MVA N1,ElmTr2
4632,04-Enel Distribución\TR CH LAS LAJAS 110/15KV 163MVA N2.ElmTr2,TR CH LAS LAJAS 110/15KV 163MVA N2,ElmTr2
4633,04-Enel Distribución\TR CMPC PUENTE ALTO 44/6.3kV 12.5MVA.ElmTr2,TR CMPC PUENTE ALTO 44/6.3kV 12.5MVA,ElmTr2
4634,04-Enel Distribución\TR Eq LL COLORADOS 23/0.4kV 12.6MVA 8-14.ElmTr2,TR Eq LL COLORADOS 23/0.4kV 12.6MVA 8-14,ElmTr2
4635,04-Enel Distribución\TR Eq LL COLORADOS 23/0.4kV 3.6MVA 2.ElmTr2,TR Eq LL COLORADOS 23/0.4kV 3.6MVA 2,ElmTr2
4636,04-Enel Distribución\TR Eq LL COLORADOS 23/0.4kV 3.6MVA 4-5.ElmTr2,TR Eq LL COLORADOS 23/0.4kV 3.6MVA 4-5,ElmTr2
4637,04-Enel Distribución\TR Eq LL COLORADOS 23/0.4kV 3.6MVA 6-7.ElmTr2,TR Eq LL COLORADOS 23/0.4kV 3.6MVA 6-7,ElmTr2
4638,04-Enel Distribución\TR Eq SANTIAGO SOLAR 30/0.4kV 113MVA.ElmTr2,TR Eq SANTIAGO SOLAR 30/0.4kV 113MVA,ElmTr2
4639,04-Enel Distribución\TR FLORIDA 2 110/12.5kV 25MVA.ElmTr2,TR FLORIDA 2 110/12.5kV 25MVA,ElmTr2
4640,04-Enel Distribución\TR FLORIDA 3 12/2.4kV 3MVA.ElmTr2,TR FLORIDA 3 12/2.4kV 3MVA,ElmTr2
4641,04-Enel Distribución\TR LLCOLORADOS 23/0.4kV 1.25MVA.ElmTr2,TR LLCOLORADOS 23/0.4kV 1.25MVA,ElmTr2
4642,04-Enel Distribución\TR LO PRADO 110/46kV 28MVA N1.ElmTr2,TR LO PRADO 110/46kV 28MVA N1,ElmTr2
4643,04-Enel Distribución\TR LO PRADO 44/12.15kV 3.5MVA N2.ElmTr2,TR LO PRADO 44/12.15kV 3.5MVA N2,ElmTr2
4644,04-Enel Distribución\TR LOMA LOS COLORADOS 110/23kV 25MVA.ElmTr2,TR LOMA LOS COLORADOS 110/23kV 25MVA,ElmTr2
4645,04-Enel Distribución\TR NUEVA RENCA 110/15.75kV 205MVA N2.ElmTr2,TR NUEVA RENCA 110/15.75kV 205MVA N2,ElmTr2
4646,04-Enel Distribución\TR NUEVA RENCA 110/15.75kV 280MVA N3.ElmTr2,TR NUEVA RENCA 110/15.75kV 280MVA N3,ElmTr2
4647,04-Enel Distribución\TR PUNTILLA 110/6.6kV 20MVA.ElmTr2,TR PUNTILLA 110/6.6kV 20MVA,ElmTr2
4648,04-Enel Distribución\TR Queltehues 110/13.8kV 28 MVA N3.ElmTr2,TR Queltehues 110/13.8kV 28 MVA N3,ElmTr2
4649,04-Enel Distribución\TR SANTA MARTA 220/23kV 25MVA N1.ElmTr2,TR SANTA MARTA 220/23kV 25MVA N1,ElmTr2
4650,04-Enel Distribución\TR SANTA MARTA 23/0.4kV 25MVA.ElmTr2,TR SANTA MARTA 23/0.4kV 25MVA,ElmTr2
4651,04-Enel Distribución\TR SANTIAGO SOLAR 110/30kV 110MVA.ElmTr2,TR SANTIAGO SOLAR 110/30kV 110MVA,ElmTr2
4652,04-Enel Distribución\TR SSAA BESS El Manzano.ElmTr2,TR SSAA BESS El Manzano,ElmTr2
4653,04-Enel Distribución\TR2 PATAGUILLA 44/23 kV 10 MVA.ElmTr2,TR2 PATAGUILLA 44/23 kV 10 MVA,ElmTr2
4654,04-Enel Distribución\TRF 220/33 kV 150 MVA PFV EL MANZANO.ElmTr2,TRF 220/33 kV 150 MVA PFV EL MANZANO,ElmTr2
4655,04-Enel Distribución\TRF Eq BESS EL MANZANO 3.8MVA 33/0.66kV.ElmTr2,TRF Eq BESS EL MANZANO 3.8MVA 33/0.66kV,ElmTr2
4656,04-Enel Distribución\TRF SSAA PFV El Manzano.ElmTr2,TRF SSAA PFV El Manzano,ElmTr2
4657,04-Enel Distribución\Trf 220/33kV 64 MVA BESS ALFALFAL VR2.ElmTr2,Trf 220/33kV 64 MVA BESS ALFALFAL VR2,ElmTr2
4658,04-Enel Distribución\Trf 33/0.69kV 57 MVA BESS ALFALFAL VR2.ElmTr2,Trf 33/0.69kV 57 MVA BESS ALFALFAL VR2,ElmTr2
4659,04-Enel Distribución\S/E CENTRAL CARENA 44 kV\TR CARENA 44/6.3kV 5MVA N2.ElmTr2,TR CARENA 44/6.3kV 5MVA N2,ElmTr2
4660,04-Enel Distribución\S/E LA LAJA EC\TR C GUAYACAN 23/6.3kV 8MVA N1.ElmTr2,TR C GUAYACAN 23/6.3kV 8MVA N1,ElmTr2
4661,04-Enel Distribución\S/E LA LAJA EC\TR LA LAJA ENER-COYANCO 110/23kV 20MVA.ElmTr2,TR LA LAJA ENER-COYANCO 110/23kV 20MVA,ElmTr2
4662,04-Enel Distribución\S/E MAITENES 110 kV\TR C MAITENES 110/6.6kV 12MVA N1.ElmTr2,TR C MAITENES 110/6.6kV 12MVA N1,ElmTr2
4663,04-Enel Distribución\S/E MAITENES 110 kV\TR C MAITENES 110/6.6kV 12MVA N2.ElmTr2,TR C MAITENES 110/6.6kV 12MVA N2,ElmTr2
4664,04-Enel Distribución\S/E PFV DON HUMBERTO 110 kV\TR SSAA BESS Don Humberto(1).ElmTr2,TR SSAA BESS Don Humberto(1),ElmTr2
4665,04-Enel Distribución\S/E PFV DON HUMBERTO 110 kV\Tr Eq. BESS DH 33/0.66 kV(1).ElmTr2,Tr Eq. BESS DH 33/0.66 kV(1),ElmTr2
4666,04-Enel Distribución\S/E PFV DON HUMBERTO 110 kV\Transf. SSAA N1 33/0.4 kV.ElmTr2,Transf. SSAA N1 33/0.4 kV,ElmTr2
4667,04-Enel Distribución\S/E PFV DON HUMBERTO 110 kV\Transf. T1 Don Humberto 110/33 kV.ElmTr2,Transf. T1 Don Humberto 110/33 kV,ElmTr2
4668,06-Troncal_Qui-Cha\ATR POLPAICO 525/220kV 750MVA N1.ElmTr2,ATR POLPAICO 525/220kV 750MVA N1,ElmTr2
4669,06-Troncal_Qui-Cha\STATCOM MAIPO 220/56kV_200MVA.ElmTr2,STATCOM MAIPO 220/56kV_200MVA,ElmTr2
4670,06-Troncal_Qui-Cha\TR C LA MINA 66/13.8kV 40MVA.ElmTr2,TR C LA MINA 66/13.8kV 40MVA,ElmTr2
4671,06-Troncal_Qui-Cha\TR C PEHUENCHE 220/13.8kV 290MVA N1.ElmTr2,TR C PEHUENCHE 220/13.8kV 290MVA N1,ElmTr2
4672,06-Troncal_Qui-Cha\TR C PEHUENCHE 220/13.8kV 290MVA N2.ElmTr2,TR C PEHUENCHE 220/13.8kV 290MVA N2,ElmTr2
4673,06-Troncal_Qui-Cha\TR C QUINTERO 230/15kV 171MVA N1.ElmTr2,TR C QUINTERO 230/15kV 171MVA N1,ElmTr2
4674,06-Troncal_Qui-Cha\TR C QUINTERO 230/15kV 171MVA N2.ElmTr2,TR C QUINTERO 230/15kV 171MVA N2,ElmTr2
4675,06-Troncal_Qui-Cha\TR C RIO COLORADO 66/13.8kV 18MVA.ElmTr2,TR C RIO COLORADO 66/13.8kV 18MVA,ElmTr2
4676,06-Troncal_Qui-Cha\TR C SAN ISIDRO 220/15kV 162412MVA N1.ElmTr2,TR C SAN ISIDRO 220/15kV 162412MVA N1,ElmTr2
4677,06-Troncal_Qui-Cha\TR C SAN ISIDRO 230/13.8kV 283.59MVA N2.ElmTr2,TR C SAN ISIDRO 230/13.8kV 283.59MVA N2,ElmTr2
4678,06-Troncal_Qui-Cha\TR C SAN ISIDRO II 230/13.2kV 163MVA.ElmTr2,TR C SAN ISIDRO II 230/13.2kV 163MVA,ElmTr2
4679,06-Troncal_Qui-Cha\TR C SAN ISIDRO II 230/15kV 305MVA.ElmTr2,TR C SAN ISIDRO II 230/15kV 305MVA,ElmTr2
4680,06-Troncal_Qui-Cha\TR CH DIGUA 220/6.6kV 25MVA.ElmTr2,TR CH DIGUA 220/6.6kV 25MVA,ElmTr2
4681,06-Troncal_Qui-Cha\TR COYA 66/13.3kV 16MVA.ElmTr2,TR COYA 66/13.3kV 16MVA,ElmTr2
4682,06-Troncal_Qui-Cha\TR El Peumo 66/23 kV 30MVA.ElmTr2,TR El Peumo 66/23 kV 30MVA,ElmTr2
4683,06-Troncal_Qui-Cha\TR LALTA 220/13.8kV 42MVA.ElmTr2,TR LALTA 220/13.8kV 42MVA,ElmTr2
4684,06-Troncal_Qui-Cha\TR LOS HIERROS 110/6.6kV 30MVA.ElmTr2,TR LOS HIERROS 110/6.6kV 30MVA,ElmTr2
4685,06-Troncal_Qui-Cha\TR MELIPILLA 110/66kV 50MVA N2.ElmTr2,TR MELIPILLA 110/66kV 50MVA N2,ElmTr2
4686,06-Troncal_Qui-Cha\TR NEHUENCO I 230/10.5kV 175MVA N2.ElmTr2,TR NEHUENCO I 230/10.5kV 175MVA N2,ElmTr2
4687,06-Troncal_Qui-Cha\TR NEHUENCO I 230/15.75kV 275MVA N1.ElmTr2,TR NEHUENCO I 230/15.75kV 275MVA N1,ElmTr2
4688,06-Troncal_Qui-Cha\TR NEHUENCO II 230/15.75kV 180.7MVA N4.ElmTr2,TR NEHUENCO II 230/15.75kV 180.7MVA N4,ElmTr2
4689,06-Troncal_Qui-Cha\TR NEHUENCO II 230/15.75kV 335MVA N3.ElmTr2,TR NEHUENCO II 230/15.75kV 335MVA N3,ElmTr2
4690,06-Troncal_Qui-Cha\TR NEHUENCO III 235/10.5kV 125MVA N5.ElmTr2,TR NEHUENCO III 235/10.5kV 125MVA N5,ElmTr2
4691,06-Troncal_Qui-Cha\TR POLPAICO 220/19kV 100MVA N4.ElmTr2,TR POLPAICO 220/19kV 100MVA N4,ElmTr2
4692,06-Troncal_Qui-Cha\TR QUELENTARO 110/24kV 13MVA.ElmTr2,TR QUELENTARO 110/24kV 13MVA,ElmTr2
4693,06-Troncal_Qui-Cha\TR RAPEL 220/13.8kV 100MVA N11.ElmTr2,TR RAPEL 220/13.8kV 100MVA N11,ElmTr2
4694,06-Troncal_Qui-Cha\TR RAPEL 220/13.8kV 100MVA N12.ElmTr2,TR RAPEL 220/13.8kV 100MVA N12,ElmTr2
4695,06-Troncal_Qui-Cha\TR RAPEL 220/13.8kV 100MVA N21.ElmTr2,TR RAPEL 220/13.8kV 100MVA N21,ElmTr2
4696,06-Troncal_Qui-Cha\TR RAPEL 220/13.8kV 100MVA N22.ElmTr2,TR RAPEL 220/13.8kV 100MVA N22,ElmTr2
4697,06-Troncal_Qui-Cha\TR RAPEL 220/13.8kV 100MVA N5.ElmTr2,TR RAPEL 220/13.8kV 100MVA N5,ElmTr2
4698,06-Troncal_Qui-Cha\TR RAPEL 66/13.8kV 100MVA N11B.ElmTr2,TR RAPEL 66/13.8kV 100MVA N11B,ElmTr2
4699,06-Troncal_Qui-Cha\TR RAPEL 66/13.8kV 100MVA N12A.ElmTr2,TR RAPEL 66/13.8kV 100MVA N12A,ElmTr2
4700,06-Troncal_Qui-Cha\TR RAPEL 66/13.8kV 100MVA N21B.ElmTr2,TR RAPEL 66/13.8kV 100MVA N21B,ElmTr2
4701,06-Troncal_Qui-Cha\TR RAPEL 66/13.8kV 100MVA N22B.ElmTr2,TR RAPEL 66/13.8kV 100MVA N22B,ElmTr2
4702,06-Troncal_Qui-Cha\TR SAUZAL 110/13.8kV 10MVA N5.ElmTr2,TR SAUZAL 110/13.8kV 10MVA N5,ElmTr2
4703,06-Troncal_Qui-Cha\TR SAUZAL 110/13.8kV 29MVA N1.ElmTr2,TR SAUZAL 110/13.8kV 29MVA N1,ElmTr2
4704,06-Troncal_Qui-Cha\TR SAUZAL 110/13.8kV 29MVA N2.ElmTr2,TR SAUZAL 110/13.8kV 29MVA N2,ElmTr2
4705,06-Troncal_Qui-Cha\TR SAUZAL 110/13.8kV 29MVA N3.ElmTr2,TR SAUZAL 110/13.8kV 29MVA N3,ElmTr2
4706,06-Troncal_Qui-Cha\TR UCUQUER II 24/0.4kV 11.25MVA.ElmTr2,TR UCUQUER II 24/0.4kV 11.25MVA,ElmTr2
4707,06-Troncal_Qui-Cha\TRF PFV Solar Palermo 23/0.645kV 2.36MVA.ElmTr2,TRF PFV Solar Palermo 23/0.645kV 2.36MVA,ElmTr2
4708,06-Troncal_Qui-Cha\TRF PFV Solar Palermo 23/0.645kV 7.1MVA.ElmTr2,TRF PFV Solar Palermo 23/0.645kV 7.1MVA,ElmTr2
4709,06-Troncal_Qui-Cha\TRREG RAPEL 220/220kV 171MVA N1.ElmTr2,TRREG RAPEL 220/220kV 171MVA N1,ElmTr2
4710,06-Troncal_Qui-Cha\TRREG RAPEL 220/220kV 171MVA N2.ElmTr2,TRREG RAPEL 220/220kV 171MVA N2,ElmTr2
4711,06-Troncal_Qui-Cha\TRREG RAPEL 66/66kV 100MVA 1B.ElmTr2,TRREG RAPEL 66/66kV 100MVA 1B,ElmTr2
4712,06-Troncal_Qui-Cha\TRREG RAPEL 66/66kV 100MVA 2B.ElmTr2,TRREG RAPEL 66/66kV 100MVA 2B,ElmTr2
4713,06-Troncal_Qui-Cha\TRREG RAPEL 66/66kV 30MVA N1.ElmTr2,TRREG RAPEL 66/66kV 30MVA N1,ElmTr2
4714,06-Troncal_Qui-Cha\TRREG RAPEL 66/66kV 30MVA N2.ElmTr2,TRREG RAPEL 66/66kV 30MVA N2,ElmTr2
4715,06-Troncal_Qui-Cha\Trf PMG Llancay 23/06 kV 9.375 MVA.ElmTr2,Trf PMG Llancay 23/06 kV 9.375 MVA,ElmTr2
4716,06-Troncal_Qui-Cha\SE Cardonal\TR Cardonal 110/23kV 133 MVA.ElmTr2,TR Cardonal 110/23kV 133 MVA,ElmTr2
4717,06-Troncal_Qui-Cha\SE Cardonal\TR Cardonal 23/0.75kV 6.35MVA.ElmTr2,TR Cardonal 23/0.75kV 6.35MVA,ElmTr2
4718,06-Troncal_Qui-Cha\SE Cardonal\TR Los Cerrillos 23/0.75kV 6.35MVA.ElmTr2,TR Los Cerrillos 23/0.75kV 6.35MVA,ElmTr2
4719,06-Troncal_Qui-Cha\SE Cardonal\TR Manantiales 23/0.75kV 6.35MVA.ElmTr2,TR Manantiales 23/0.75kV 6.35MVA,ElmTr2
4720,06-Troncal_Qui-Cha\CH LOS CONDORES\TR1 CH LOS CONDORES 13.8/220kV 90MVA.ElmTr2,TR1 CH LOS CONDORES 13.8/220kV 90MVA,ElmTr2
4721,06-Troncal_Qui-Cha\CH LOS CONDORES\TR2 CH LOS CONDORES 13.8/220kV 90MVA.ElmTr2,TR2 CH LOS CONDORES 13.8/220kV 90MVA,ElmTr2
4722,06-Troncal_Qui-Cha\S/E ANCOA 500 kV\ATR ANCOA 525/230kV 250MVA N1.ElmTr2,ATR ANCOA 525/230kV 250MVA N1,ElmTr2
4723,06-Troncal_Qui-Cha\S/E ANCOA 500 kV\ATR ANCOA 525/230kV 750MVA N2.ElmTr2,ATR ANCOA 525/230kV 750MVA N2,ElmTr2
4724,06-Troncal_Qui-Cha\S/E CENTRAL LOS HIERROS II 110 kV\TR LOS HIERROS II 110/6.6kV 7MVA.ElmTr2,TR LOS HIERROS II 110/6.6kV 7MVA,ElmTr2
4725,06-Troncal_Qui-Cha\S/E POLPAICO (TRANSELEC) 500 kV\ATR POLPAICO 525/220kV 750MVA N2.ElmTr2,ATR POLPAICO 525/220kV 750MVA N2,ElmTr2
4726,06-Troncal_Qui-Cha\SE PE La Estrella 110 kV\TR Eq PE LA ESTRELLA 33/0.96KV 61MVA.ElmTr2,TR Eq PE LA ESTRELLA 33/0.96KV 61MVA,ElmTr2
4727,06-Troncal_Qui-Cha\SE PE La Estrella 110 kV\TR PE LA ESTRELLA 110/33KV 55MVA.ElmTr2,TR PE LA ESTRELLA 110/33KV 55MVA,ElmTr2
4728,06-Troncal_Qui-Cha\SE PE La Estrella 110 kV\TR PE LA ESTRELLA 33/0.4 kV 160kW.ElmTr2,TR PE LA ESTRELLA 33/0.4 kV 160kW,ElmTr2
4729,07-Sistema154 - 66 kV (Centro)\T1_MT-BT_PF Venezia Solar.ElmTr2,T1_MT-BT_PF Venezia Solar,ElmTr2
4730,07-Sistema154 - 66 kV (Centro)\TR AGUAS CLARAS 66/14.4kV 55MVA N1.ElmTr2,TR AGUAS CLARAS 66/14.4kV 55MVA N1,ElmTr2
4731,07-Sistema154 - 66 kV (Centro)\TR AGUAS NEGRAS 66/14.49kV 60MVA.ElmTr2,TR AGUAS NEGRAS 66/14.49kV 60MVA,ElmTr2
4732,07-Sistema154 - 66 kV (Centro)\TR C CONVENTO VIEJO 154/6.6kV 20MVA.ElmTr2,TR C CONVENTO VIEJO 154/6.6kV 20MVA,ElmTr2
4733,07-Sistema154 - 66 kV (Centro)\TR C NUEVA ALDEA II 15/11.5kV 15MVA.ElmTr2,TR C NUEVA ALDEA II 15/11.5kV 15MVA,ElmTr2
4734,07-Sistema154 - 66 kV (Centro)\TR CENTRAL ANCOA 66/13.8kV 40MVA N1.ElmTr2,TR CENTRAL ANCOA 66/13.8kV 40MVA N1,ElmTr2
4735,07-Sistema154 - 66 kV (Centro)\TR CH Palacios 23/6.3 kV 3.7 MVA.ElmTr2,TR CH Palacios 23/6.3 kV 3.7 MVA,ElmTr2
4736,07-Sistema154 - 66 kV (Centro)\TR CH SAN ANDRES 220/10.5kV 25MVA N1.ElmTr2,TR CH SAN ANDRES 220/10.5kV 25MVA N1,ElmTr2
4737,07-Sistema154 - 66 kV (Centro)\TR CH SAN ANDRES 220/10.5kV 25MVA N2.ElmTr2,TR CH SAN ANDRES 220/10.5kV 25MVA N2,ElmTr2
4738,07-Sistema154 - 66 kV (Centro)\TR CH SAN ANDRES 220/23kV 17MVA N3.ElmTr2,TR CH SAN ANDRES 220/23kV 17MVA N3,ElmTr2
4739,07-Sistema154 - 66 kV (Centro)\TR CIPRESES 154/13.8kB 32MVA N1.ElmTr2,TR CIPRESES 154/13.8kB 32MVA N1,ElmTr2
4740,07-Sistema154 - 66 kV (Centro)\TR CIPRESES 154/13.8kB 32MVA N2.ElmTr2,TR CIPRESES 154/13.8kB 32MVA N2,ElmTr2
4741,07-Sistema154 - 66 kV (Centro)\TR CONSTITUCION 66/23kV 10MVA N2.ElmTr2,TR CONSTITUCION 66/23kV 10MVA N2,ElmTr2
4742,07-Sistema154 - 66 kV (Centro)\TR CONSTITUCION 66/23kV 20MVA N1.ElmTr2,TR CONSTITUCION 66/23kV 20MVA N1,ElmTr2
4743,07-Sistema154 - 66 kV (Centro)\TR CURILLINQUE 154/13.8kV 95MVA.ElmTr2,TR CURILLINQUE 154/13.8kV 95MVA,ElmTr2
4744,07-Sistema154 - 66 kV (Centro)\TR Corrales 24.2/6.3 kV 3.6 MVA.ElmTr2,TR Corrales 24.2/6.3 kV 3.6 MVA,ElmTr2
4745,07-Sistema154 - 66 kV (Centro)\TR DOS VALLES 23/6.3kV 8.2MVA.ElmTr2,TR DOS VALLES 23/6.3kV 8.2MVA,ElmTr2
4746,07-Sistema154 - 66 kV (Centro)\TR EL PAICO 66/13.8kV 20MVA.ElmTr2,TR EL PAICO 66/13.8kV 20MVA,ElmTr2
4747,07-Sistema154 - 66 kV (Centro)\TR EL PASO 220/10.5kV 25MVA N1.ElmTr2,TR EL PASO 220/10.5kV 25MVA N1,ElmTr2
4748,07-Sistema154 - 66 kV (Centro)\TR EL PASO 220/10.5kV 25MVA N2.ElmTr2,TR EL PASO 220/10.5kV 25MVA N2,ElmTr2
4749,07-Sistema154 - 66 kV (Centro)\TR EL PASO 220/10.5kV 25MVA N3.ElmTr2,TR EL PASO 220/10.5kV 25MVA N3,ElmTr2
4750,07-Sistema154 - 66 kV (Centro)\TR EL PASO 220/23kV 20MVA N4.ElmTr2,TR EL PASO 220/23kV 20MVA N4,ElmTr2
4751,07-Sistema154 - 66 kV (Centro)\TR Eq AGUAS CLARAS 14.4/0.4kV 2MVA.ElmTr2,TR Eq AGUAS CLARAS 14.4/0.4kV 2MVA,ElmTr2
4752,07-Sistema154 - 66 kV (Centro)\TR Eq AGUAS CLARAS 14.4/0.4kV 58.5MVA.ElmTr2,TR Eq AGUAS CLARAS 14.4/0.4kV 58.5MVA,ElmTr2
4753,07-Sistema154 - 66 kV (Centro)\TR Eq AGUAS NEGRAS 14.49/0.4kV 24MVA.ElmTr2,TR Eq AGUAS NEGRAS 14.49/0.4kV 24MVA,ElmTr2
4754,07-Sistema154 - 66 kV (Centro)\TR Eq AGUAS NEGRAS 14.49/0.4kV 24MVA 1.ElmTr2,TR Eq AGUAS NEGRAS 14.49/0.4kV 24MVA 1,ElmTr2
4755,07-Sistema154 - 66 kV (Centro)\TR Eq AGUAS NEGRAS 14.49/0.4kV 24MVA 2.ElmTr2,TR Eq AGUAS NEGRAS 14.49/0.4kV 24MVA 2,ElmTr2
4756,07-Sistema154 - 66 kV (Centro)\TR Eq AGUAS NEGRAS 14.49/0.4kV 24MVA 3.ElmTr2,TR Eq AGUAS NEGRAS 14.49/0.4kV 24MVA 3,ElmTr2
4757,07-Sistema154 - 66 kV (Centro)\TR Eq CBB 13.8/6.3kV 17MVA.ElmTr2,TR Eq CBB 13.8/6.3kV 17MVA,ElmTr2
4758,07-Sistema154 - 66 kV (Centro)\TR Eq CONSTITUCION 22/0.4kV 13.5MVA N1.ElmTr2,TR Eq CONSTITUCION 22/0.4kV 13.5MVA N1,ElmTr2
4759,07-Sistema154 - 66 kV (Centro)\TR Eq CONSTITUCION 22/0.4kV 13.5MVA N2.ElmTr2,TR Eq CONSTITUCION 22/0.4kV 13.5MVA N2,ElmTr2
4760,07-Sistema154 - 66 kV (Centro)\TR ISLA 154/13.8kV 36MVA N1.ElmTr2,TR ISLA 154/13.8kV 36MVA N1,ElmTr2
4761,07-Sistema154 - 66 kV (Centro)\TR ISLA 154/13.8kV 36MVA N2.ElmTr2,TR ISLA 154/13.8kV 36MVA N2,ElmTr2
4762,07-Sistema154 - 66 kV (Centro)\TR ITATA 66/10.5kV 25MVA.ElmTr2,TR ITATA 66/10.5kV 25MVA,ElmTr2
4763,07-Sistema154 - 66 kV (Centro)\TR LA CONFLUENCIA 220/15kV 96MVA N1.ElmTr2,TR LA CONFLUENCIA 220/15kV 96MVA N1,ElmTr2
4764,07-Sistema154 - 66 kV (Centro)\TR LA CONFLUENCIA 220/15kV 96MVA N2.ElmTr2,TR LA CONFLUENCIA 220/15kV 96MVA N2,ElmTr2
4765,07-Sistema154 - 66 kV (Centro)\TR LA HIGUERA 220/13.8kV 91MVA N1.ElmTr2,TR LA HIGUERA 220/13.8kV 91MVA N1,ElmTr2
4766,07-Sistema154 - 66 kV (Centro)\TR LA HIGUERA 220/13.8kV 91MVA N2.ElmTr2,TR LA HIGUERA 220/13.8kV 91MVA N2,ElmTr2
4767,07-Sistema154 - 66 kV (Centro)\TR LICANTEN 66/13.8kV 12.5MVA.ElmTr2,TR LICANTEN 66/13.8kV 12.5MVA,ElmTr2
4768,07-Sistema154 - 66 kV (Centro)\TR LINARES NORTE 13.2/0.4kV 0.6MVA.ElmTr2,TR LINARES NORTE 13.2/0.4kV 0.6MVA,ElmTr2
4769,07-Sistema154 - 66 kV (Centro)\TR LINARES NORTE 66/13.2kV 12MVA N2.ElmTr2,TR LINARES NORTE 66/13.2kV 12MVA N2,ElmTr2
4770,07-Sistema154 - 66 kV (Centro)\TR LIRCAY 66/6.6kV 22MVA.ElmTr2,TR LIRCAY 66/6.6kV 22MVA,ElmTr2
4771,07-Sistema154 - 66 kV (Centro)\TR MALLARAUCO 13.2/3.3 4.2MVA.ElmTr2,TR MALLARAUCO 13.2/3.3 4.2MVA,ElmTr2
4772,07-Sistema154 - 66 kV (Centro)\TR MARIPOSAS 69/6.6kV 7.5MVA.ElmTr2,TR MARIPOSAS 69/6.6kV 7.5MVA,ElmTr2
4773,07-Sistema154 - 66 kV (Centro)\TR MVC 154/23kV 25MVA N3.ElmTr2,TR MVC 154/23kV 25MVA N3,ElmTr2
4774,07-Sistema154 - 66 kV (Centro)\TR MVC 154/4.16kV 20MVA N1.ElmTr2,TR MVC 154/4.16kV 20MVA N1,ElmTr2
4775,07-Sistema154 - 66 kV (Centro)\TR MVC 154/4.16kV 20MVA N2.ElmTr2,TR MVC 154/4.16kV 20MVA N2,ElmTr2
4776,07-Sistema154 - 66 kV (Centro)\TR MVC DS1 15/0.4kV 2.5MVA.ElmTr2,TR MVC DS1 15/0.4kV 2.5MVA,ElmTr2
4777,07-Sistema154 - 66 kV (Centro)\TR MVC DS1 15/4.16kV 2.5MVA.ElmTr2,TR MVC DS1 15/4.16kV 2.5MVA,ElmTr2
4778,07-Sistema154 - 66 kV (Centro)\TR MVC DS2 15/0.4kV 2.5MVA.ElmTr2,TR MVC DS2 15/0.4kV 2.5MVA,ElmTr2
4779,07-Sistema154 - 66 kV (Centro)\TR MVC ESPERANZA 11.5/4.16kV 22MVA N1.ElmTr2,TR MVC ESPERANZA 11.5/4.16kV 22MVA N1,ElmTr2
4780,07-Sistema154 - 66 kV (Centro)\TR PAPELERA TALAGANTE 69/13.2kV 30MVA.ElmTr2,TR PAPELERA TALAGANTE 69/13.2kV 30MVA,ElmTr2
